oid	case_name	date	missing_para	class	pdf_len	pdf_text_head
14118	Long v. Jaszczak   (Consolidated wit	2004-10-18	25	SUBSTANTIVE	994	We recently explained: Negligence actions involve issues of fact and are generally not appropriate f
14118	Long v. Jaszczak   (Consolidated wit	2004-10-18	26	SUBSTANTIVE	785	To prevail on his claim against Mercy Medical Center, David Long must prove the hospital owed a duty
14118	Long v. Jaszczak   (Consolidated wit	2004-10-18	27	SUBSTANTIVE	761	David Long argued Mercy Medical Center voluntarily accepted the duty through its written policies re
14119	Staley v. Staley	2004-10-20	13	SUBSTANTIVE	1107	Melinda Staley alleges the district court failed to adequately consider the length of the marriage. 
14119	Staley v. Staley	2004-10-20	14	SUBSTANTIVE	1071	Melinda Staley also alleges her support award should have been larger and permanent because 82% of h
14119	Staley v. Staley	2004-10-20	15	SUBSTANTIVE	471	The district court in this case did not make specific findings on the income- producing potential of
14119	Staley v. Staley	2004-10-20	16	SUBSTANTIVE	1635	The district court’s decision to make Melinda Staley’s spousal support award rehabilitative instead 
14119	Staley v. Staley	2004-10-20	17	SUBSTANTIVE	549	“Although ‘the trial court would not have erred in awarding permanent spousal support . . .’ we conc
14119	Staley v. Staley	2004-10-20	19	SIGNATURE	109	Carol Ronning Kapsner Dale V. Sandstrom William A. Neumann Ronald E. Goodman, D.J. Gerald W. VandeWa
14120	Estate of Bergman (Consolidated w/20	2004-10-20	14	SIGNATURE	109	Carol Ronning Kapsner Dale V. Sandstrom William A. Neumann Ronald E. Goodman, D.J. Gerald W. VandeWa
14124	Roberson v. Roberson	2004-11-02	3	SUBSTANTIVE	359	Roberson argues on appeal that the trial court erred in finding that the best interests of the child
14124	Roberson v. Roberson	2004-11-02	4	SUBSTANTIVE	896	A party seeking modification of a custody order bears the burden of showing a change in custody is r
14124	Roberson v. Roberson	2004-11-02	5	SUBSTANTIVE	487	Section 14-09-06.6(6), N.D.C.C., provides: The court may modify a prior custody order after the two-
14124	Roberson v. Roberson	2004-11-02	6	SUBSTANTIVE	1110	Once a motion for change of custody has been made, the trial court must decide if a prima facie case
14124	Roberson v. Roberson	2004-11-02	7	SUBSTANTIVE	351	Both Roberson’s original motion and Rath’s counter-motion for a change in custody were brought under
14132	Forster v. West Dakota Veterinary Cl	2004-11-04	62	SIGNATURE	108	Dale V. Sandstrom William A. Neumann Carol Ronning Kapsner David W. Nelson, D.J. Gerald W. VandeWall
14160	Engwicht v. Lako	2004-11-26	2	SIGNATURE	110	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring Donald L. Jorgen
14156	Gibb v. Sepe	2004-12-17	16	SIGNATURE	109	Carol Ronning Kapsner William A. Neumann Dale V. Sandstrom Bruce A. Romanick D.J. Gerald W. VandeWal
14157	Spectrum Care, L.L.C. v. Workforce S	2004-12-17	17	SIGNATURE	112	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann Everett Nels
14158	State v. Steen           (Consolidat	2004-12-17	22	SIGNATURE	110	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann Norman J. Ba
14180	State v. Tupa  (Consolidated w/20040	2005-01-24	17	SIGNATURE	117	Gerald W. VandeWalle, C.J. 7 Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann Everett Ne
14195	State v. Ramsey	2005-02-22	36	SIGNATURE	105	Mary Muehlen Maring William A. Neumann Dale V. Sandstrom Benny A. Graff, S.J. Gerald W. VandeWalle, 
14203	Ringsaker v. Workforce Safety & Insu	2005-02-24	22	SIGNATURE	103	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring Wade L. Webb, D.
14198	Interest of R.F.          (CONFIDENT	2005-03-04	3	SUBSTANTIVE	242	R.F. wants to be released from the hospital. R.F. concedes he has a mental illness and is a person r
14198	Interest of R.F.          (CONFIDENT	2005-03-04	4	SUBSTANTIVE	1363	The applicable legal standard for least-restrictive-treatment appeals is well- established: 1 When a
14198	Interest of R.F.          (CONFIDENT	2005-03-04	5	SUBSTANTIVE	765	N.D.C.C. § 25-03.1-21(1) provides: review a report assessing Before making its decision in an involu
14198	Interest of R.F.          (CONFIDENT	2005-03-04	6	SUBSTANTIVE	1616	The district court’s finding that “a treatment program other than hospitalization is currently not s
14198	Interest of R.F.          (CONFIDENT	2005-03-04	7	SUBSTANTIVE	1067	The State Hospital rejected the various alternatives largely out of concern for R.F.’s present condi
14210	Jacob, et al. v. Nodak Mutual Ins. C	2005-03-08	24	SIGNATURE	108	Carol Ronning Kapsner Dale V. Sandstrom William A. Neumann William F. Hodny, S.J. Gerald W. VandeWal
14211	Simpson, et al. v. Chicago Pneumatic	2005-03-08	21	SIGNATURE	109	William A. Neumann Dale V. Sandstrom Mary Muehlen Maring Everett Nels Olson, S.J. Gerald W. VandeWal
14212	Buri v. Ramsey, et al.	2005-03-23	31	SIGNATURE	86	Mary Muehlen Maring Carol Ronning Kapsner Dale V. Sandstrom Gerald W. VandeWalle, C.J.
14213	Doll v. ND Department of Transportat	2005-03-23	14	SIGNATURE	87	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Gerald W. VandeWalle, C.J.
14216	Dvorak v. Dvorak	2005-03-23	35	SIGNATURE	95	Dale V. Sandstrom 8 Mary Muehlen Maring Carol Ronning Kapsner Gerald W. VandeWalle, C.J.
14218	State v. Nelson	2005-03-23	21	SUBSTANTIVE	110	Carol Ronning Kapsner Mary Muehlen Maring Gerald W. VandeWalle, C.J. I concur in the result Dale V. 
14219	Strand, et al. v. U.S. Bank National	2005-03-31	27	SIGNATURE	115	Carol Ronning Kapsner William F. Hodny, S.J. Robert O. Wefald, D.J. Benny A. Graff, S.J. Gerald W. V
14223	State of ND v. NDSU, et al.	2005-04-06	35	SIGNATURE	91	Dale V. Sandstrom Donald L. Jorgensen, D.J. Mary Muehlen Maring Gerald W. VandeWalle, C.J.
14223	State of ND v. NDSU, et al.	2005-04-06	36	SUBSTANTIVE	98	The Honorable Donald L. Jorgensen, D.J., sitting in place of Kapsner, J., disqualified.
14225	Harter v. ND Dept. of Transportation	2005-04-06	13	SIGNATURE	86	Carol Ronning Kapsner Dale V. Sandstrom Mary Muehlen Maring Gerald W. VandeWalle, C.J.
14226	Paulson v. Paulson	2005-04-06	23	SIGNATURE	87	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring
14229	Home of Economy v. Burlington Northe	2005-04-06	20	SIGNATURE	86	Mary Muehlen Maring Carol Ronning Kapsner Dale V. Sandstrom Gerald W. VandeWalle, C.J.
14233	Jorgensen v. ND Dept. of Transportat	2005-04-26	15	SIGNATURE	87	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Gerald W. VandeWalle, C.J.
14234	Edinger v. Governing Authority of St	2005-04-26	20	SIGNATURE	87	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Gerald W. VandeWalle, C.J.
14236	Eberts, et al. v. Billings Co. Board	2005-05-03	19	SIGNATURE	88	Mary Muehlen Maring Dale V. Sandstrom Bruce E. Bohlman, S.J. Gerald W. VandeWalle, C.J.
14236	Eberts, et al. v. Billings Co. Board	2005-05-03	20	SUBSTANTIVE	95	The Honorable Bruce E. Bohlman, S.J., sitting in place of Kapsner, J., disqualified.
14237	Cusey v. Nagel	2005-05-03	17	SIGNATURE	91	Mary Muehlen Maring Carol Ronning Kapsner Bruce E. Bohlman, S.J. Gerald W. VandeWalle, C.J.
14237	Cusey v. Nagel	2005-05-03	18	SUBSTANTIVE	97	The Honorable Bruce E. Bohlman, S.J., sitting in place of Sandstrom, J., disqualified.
14238	State v. Keller	2005-05-10	56	SIGNATURE	87	Dale V. Sandstrom Mary Muehlen Maring Carol Ronning Kapsner Gerald W. VandeWalle, C.J.
14242	Choice Financial Group v. Schellpfef	2005-05-17	12	SIGNATURE	86	Carol Ronning Kapsner Dale V. Sandstrom Mary Muehlen Maring Gerald W. VandeWalle, C.J.
14259	City of Grand Forks v. Lamb	2005-06-02	27	SIGNATURE	86	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom
14263	Brandner v. Brandner	2005-06-22	24	SIGNATURE	91	Gerald W. VandeWalle, C.J. 7 Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom
14269	Riverwood Commercial Park v. Standar	2005-06-22	14	SIGNATURE	65	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Mary Muehlen Maring
14269	Riverwood Commercial Park v. Standar	2005-06-22	15	SUBSTANTIVE	126	The Honorable Carol Ronning Kapsner disqualified herself subsequent to oral argument and did not par
14272	Beaudoin v. South Texas Blood & Tiss	2005-06-24	42	SIGNATURE	88	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Mary Muehlen Maring William F. Hodny, S.J.
14278	Citibank v. Reikowski	2005-07-13	4	SUBSTANTIVE	263	The trial court had jurisdiction under N.D. Const. art. VI, § 8, and N.D.C.C. § 27-05-06. The appeal
14321	State v. Barth	2005-07-15	33	SUBSTANTIVE	739	To prove Barth committed attempted simple assault on a peace officer, the State must demonstrate Bar
14321	State v. Barth	2005-07-15	34	SUBSTANTIVE	237	We conclude Barth’s conviction for disorderly conduct was not a violation of his First Amendment rig
14321	State v. Barth	2005-07-15	35	SIGNATURE	94	Mary Muehlen Maring Carol Ronning Kapsner Lawrence A. Leclerc, S.J. Gerald W. VandeWalle, C.J.
14321	State v. Barth	2005-07-15	36	SUBSTANTIVE	93	The Honorable Lawrence A. Leclerc, S.J., sitting in place of Sandstrom, J., disqualified. 11
14321	State v. Barth	2005-07-15	37	PDF_LACKS_MARKER		
14308	GO Committee, et al. v. City of Mino	2005-07-20	17	SIGNATURE	89	Mary Muehlen Maring Carol Ronning Kapsner Benny A. Graff, S.J. Gerald W. VandeWalle, C.J.
14308	GO Committee, et al. v. City of Mino	2005-07-20	18	SUBSTANTIVE	95	The Honorable Benny A. Graff, S.J., sitting in place of Sandstrom, J., disqualified.
14309	Disciplinary Board v. Ward	2005-07-25	13	SUBSTANTIVE	842	The hearing panel concluded Ward violated N.D.R. Prof. Conduct 1.15(f) because he “failed to maintai
14309	Disciplinary Board v. Ward	2005-07-25	14	SUBSTANTIVE	1797	Ward's failure to maintain duplicate billing records and to account for $2,750 in fees is a violatio
14309	Disciplinary Board v. Ward	2005-07-25	15	SUBSTANTIVE	871	Disciplinary Counsel and Ward both argue the sanctions the hearing panel recommended are not appropr
14309	Disciplinary Board v. Ward	2005-07-25	16	SUBSTANTIVE	742	In determining the appropriate sanctions for violations of the Rules of Professional Conduct, this C
14309	Disciplinary Board v. Ward	2005-07-25	17	SUBSTANTIVE	1412	In considering the factors from the Standards for Imposing Lawyer Sanctions, we conclude Ward should
14309	Disciplinary Board v. Ward	2005-07-25	25	SIGNATURE	86	Gerald W. VandeWalle, C.J. Mary Muehlen Maring Carol Ronning Kapsner Dale V. Sandstrom
14311	Simburger v. Simburger	2005-07-25	25	SUBSTANTIVE	111	Mary Muehlen Maring Carol Ronning Kapsner Gerald W. VandeWalle, C.J. I concur in the result. Dale V.
14313	Case Credit Corp. v. Oppegard's Inc.	2005-07-25	18	SIGNATURE	86	Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom Gerald W. VandeWalle, C.J.
14316	Bladow v. Bladow	2005-07-25	23	SIGNATURE	86	Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom Gerald W. VandeWalle, C.J.
14319	Interest of B.J.K.          (Confide	2005-07-25	19	SIGNATURE	87	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Gerald W. VandeWalle, C.J.
14322	CybrCollect, Inc. v. ND Dept. of Fin	2005-07-27	41	SIGNATURE	104	Mary Muehlen Maring 16 Carol Ronning Kapsner Allan L. Schmalenberger, D.J. Gerald W. VandeWalle, C.J
14322	CybrCollect, Inc. v. ND Dept. of Fin	2005-07-27	42	SUBSTANTIVE	93	The Honorable Allan L. Schmalenberger, D.J., sitting in place of Sandstrom, J., disqualified.
14324	Rojas v. Workforce Safety and Insura	2005-07-28	23	SIGNATURE	90	Mary Muehlen Maring Carol Ronning Kapsner James M. Bekken, D.J. Gerald W. VandeWalle, C.J.
14324	Rojas v. Workforce Safety and Insura	2005-07-28	24	SUBSTANTIVE	96	The Honorable James M. Bekken, D.J., sitting in place of Sandstrom, J., disqualified.
14327	State v. Parisien          (Consolid	2005-08-18	28	SIGNATURE	86	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom
14331	Frisk v. Frisk	2005-08-23	15	SIGNATURE	90	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Gordon O. Hoberg, S.J.
14331	Frisk v. Frisk	2005-08-23	16	SUBSTANTIVE	94	The Honorable Gordon O. Hoberg, S.J., sitting in place of Maring, J., disqualified.
14332	Disciplinary Board v. Hoffman	2005-08-23	19	SIGNATURE	85	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Dale V. Sandstrom John C. Irby, D.J.
14332	Disciplinary Board v. Hoffman	2005-08-23	20	SUBSTANTIVE	79	The Honorable John C. Irby, D.J., sitting in place of Maring, J., disqualified.
14358	Ernst, et al. v. Acuity	2005-10-24	21	SUBSTANTIVE	206	Mary Muehlen Maring Daniel J. Crothers Dale V. Sandstrom Donovan J. Foughty, D.J. Gerald W. VandeWal
14375	Reciprocal Discipline of Edinger	2005-12-14	8	SIGNATURE	83	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Mary Muehlen Maring Daniel J. Crothers
14389	Kobs v. Jacobson	2005-12-27	20	SIGNATURE	113	Mary Muehlen Maring 7 Daniel J. Crothers Dale V. Sandstrom Donovan J. Foughty, D.J. Gerald W. VandeW
14391	Disciplinary Board v. McKechnie  (co	2006-01-09	16	SIGNATURE	84	Gerald W. VandeWalle, C.J. Daniel J. Crothers Dale V. Sandstrom Mary Muehlen Maring
14393	Disciplinary Board v. Buresh	2006-01-25	8	SIGNATURE	86	Gerald W. VandeWalle, C.J. Mary Muehlen Maring Dale V. Sandstrom Carol Ronning Kapsner
14425	Edward H. Schwartz Const. Inc. v. Dr	2006-01-31	13	SUBSTANTIVE	320	Driessen argues his offer for the aggregate was $2 per ton and the parties did not mutually consent 
14425	Edward H. Schwartz Const. Inc. v. Dr	2006-01-31	14	SUBSTANTIVE	1225	Although Driessen claimed his bid was $2 per ton, there was evidence Driessen’s bid was $2 “per unit
14425	Edward H. Schwartz Const. Inc. v. Dr	2006-01-31	15	SUBSTANTIVE	835	The evidence in the record and inferences from that evidence support the district court’s finding th
14425	Edward H. Schwartz Const. Inc. v. Dr	2006-01-31	16	SUBSTANTIVE	23	We affirm the judgment.
14425	Edward H. Schwartz Const. Inc. v. Dr	2006-01-31	17	SIGNATURE	113	Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Gerald W. VandeWalle,
14450	Bertsch v. Bertsch	2006-02-02	13	SIGNATURE	108	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Benny A. Graf
14451	Davis v. Killu, et al.	2006-02-02	22	SIGNATURE	105	Daniel J. Crothers Mary Muehlen Maring Dale V. Sandstrom Benny A. Graff, S.J. Gerald W. VandeWalle, 
14452	MBNA v. Hart	2006-02-03	18	SIGNATURE	111	Daniel J. Crothers Mary Muehlen Maring Dale V. Sandstrom Donovan John Foughty, D.J. Gerald W. VandeW
14453	Stein v. Workforce Safety and Ins., 	2006-02-06	16	SIGNATURE	105	Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom Joel D. Medd, D.J. Gerald W. VandeWalle,
14455	Preference Personnel, Inc. v. Peters	2006-02-08	12	SIGNATURE	110	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers Bruce E. Boh
14463	Fischer, et al. v. Berger, et al.	2006-02-28	16	SIGNATURE	107	Mary Muehlen Maring Daniel J. Crothers Carol Ronning Kapsner Zane Anderson, D.J. Gerald W. VandeWall
14465	Interest of F.F., et al.   (CONFIDEN	2006-02-28	21	SIGNATURE	108	Mary Muehlen Maring Daniel J. Crothers Carol Ronning Kapsner Benny A. Graff, S.J. Gerald W. VandeWal
14486	Thompson v. Workforce Safety and Ins	2006-03-31	14	SIGNATURE	118	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Allan L. Schmalenberger, D.J. Gerald W.
14488	Bernabucci, et al. v. Huber, et al.	2006-04-03	32	SIGNATURE	110	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Bruce E. Bohl
14490	Edin v. Disciplinary Board	2006-04-13	7	SUBSTANTIVE	162	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Mary Muehlen Maring Daniel J. Crothers Justice Carol Ro
14498	State ex rel. Stenehjem v. FreeEats.	2006-04-21	42	SIGNATURE	110	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers William F. Hodny, S.J. Gerald W. VandeW
14500	Disciplinary Board v. Mertz	2006-04-24	27	SIGNATURE	115	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Dale V. Sandstrom Daniel J. Crothers 6 Everett Nels
14520	City of Bismarck v. Mariner Construc	2006-05-16	28	SIGNATURE	107	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers Zane Anderso
14523	Carpenter v. Rohrer, et al.	2006-05-17	41	SIGNATURE	115	Carol Ronning Kapsner Dale V. Sandstrom Daniel J. Crothers John C. McClintock, Jr., D.J. Gerald W. V
14524	Bank Center First, Bismarck, ND v. R	2006-05-17	29	SIGNATURE	115	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers 11 Donovan F
14535	Ballensky v. Flattum-Riemers, et al.	2006-06-05	30	SIGNATURE	103	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Zane Anderson, D.J. Gerald W. VandeWalle, C
14536	State v. Manning	2006-06-05	12	SIGNATURE	107	Dale V. Sandstrom Daniel J. Crothers Carol Ronning Kapsner James M. Bekken, D.J. Gerald W. VandeWall
14537	Interest of E.G., et al. (CONFIDENTI	2006-06-05	18	SIGNATURE	118	Dale V. Sandstrom, Acting C.J. Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner William 
14538	Tarnavsky v. Tarnavsky, et al.	2006-06-05	8	SIGNATURE	101	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers William F. Hodny, S.J. Dale V. Sandstro
14555	Disciplinary Board v. Aakre	2006-06-29	7	SIGNATURE	67	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Daniel J. Crothers
14556	Rekkedal v. Feist	2006-06-30	13	SIGNATURE	110	Daniel J. Crothers Mary Muehlen Maring Dale V. Sandstrom Gerald W. VandeWalle, C.J. Thomas J. Schnei
14566	Interest of K.H.    (CONFIDENTIAL)	2006-07-18	3	SUBSTANTIVE	499	Officer Fuller stopped Keegan’s vehicle, detected the odor of alcohol, and arrested Keegan. A blood 
14566	Interest of K.H.    (CONFIDENTIAL)	2006-07-18	4	SUBSTANTIVE	351	During the interview, Keegan informed Spotts that he drank the equivalent of half a bottle of Jack D
14566	Interest of K.H.    (CONFIDENTIAL)	2006-07-18	5	SUBSTANTIVE	952	In May 2005, a petition was filed alleging Keegan committed arson, criminal trespass, unlawful entry
14566	Interest of K.H.    (CONFIDENTIAL)	2006-07-18	6	SUBSTANTIVE	395	On appeal, Keegan argues the stop of his vehicle was improper and the evidence obtained should be su
14566	Interest of K.H.    (CONFIDENTIAL)	2006-07-18	7	SUBSTANTIVE	622	Under N.D.R.Civ.P. 52(a), we review factual findings from a juvenile court under a clearly erroneous
14574	Frisk v. Frisk	2006-07-21	30	SIGNATURE	111	Carol Ronning Kapsner Dale V. Sandstrom Daniel J. Crothers Thomas J. Schneider, D.J. Gerald W. Vande
14575	Dahl, et al. v. Messmer, et al.	2006-07-24	18	SUBSTANTIVE	136	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring James M. Bekken, D.J. I concur 
14576	The Ramsey Financial Corp. v. Haugla	2006-07-26	25	SIGNATURE	113	Carol Ronning Kapsner 9 Dale V. Sandstrom Benny A. Graff, S.J. Wade L. Webb, D.J. Gerald W. VandeWal
14604	Hunt v. Banner Health System	2006-07-30	19	SIGNATURE	110	Daniel J. Crothers Mary Muehlen Maring Dale V. Sandstrom Thomas J. Schneider, D.J. Gerald W. VandeWa
14605	Heng v. Rotech Medical Corp., et al.	2006-08-02	39	SIGNATURE	112	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Douglas L. Mattson, D.J. Gerald W. Vande
14610	Hagel v. Hagel	2006-08-21	16	SIGNATURE	114	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Donald L. Jorgensen, D.J. Gerald W. Van
14623	Clark v. Clark	2006-08-21	30	SIGNATURE	107	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring William F. Hodny
14621	Interest of B.L.S.            (Confi	2006-08-28	14	SIGNATURE	110	Carol Ronning Kapsner Daniel J. Crothers William F. Hodny, S.J. Mary Muehlen Maring Gerald W. VandeW
14639	Hild, et al. v. Johnson, et al.	2006-10-20	19	SIGNATURE	108	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers Benny A. Graff, S.J. Gerald W. VandeWal
14642	Hasper v. Center Mutual Ins. Co.	2006-10-23	21	SIGNATURE	119	Carol Ronning Kapsner Daniel J. Crothers William F. Hodny, S.J. Everett Nels Olson, S.J. Dale V. San
14647	Disciplinary Board v. Bullis	2006-11-13	29	SIGNATURE	112	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring William F. Hodny, S.J. Benny A.
14648	Tverberg v. Workforce Safety & Insur	2006-11-13	17	SIGNATURE	110	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring William F. Hodny, S.J. Gerald W. VandeWa
14649	Disciplinary Board v. Aakre	2006-11-14	12	SIGNATURE	68	Gerald W. VandeWalle, C.J. Daniel J. Crothers Carol Ronning Kapsner
14651	Trinity Hospitals v. Mattson, et al.	2006-11-14	23	SIGNATURE	109	Daniel J. Crothers Dale V. Sandstrom Norman J. Backes, S.J. William F. Hodny, S.J. Gerald W. VandeWa
14675	State v. Wardner	2006-12-18	29	SIGNATURE	104	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Benny A. Graff, S.J. Gerald W. VandeWalle, 
14681	Lucier v. Lucier	2007-01-11	3	SUBSTANTIVE	830	When the parties signed the termination agreement, the Luciers had accepted an offer to purchase the
14681	Lucier v. Lucier	2007-01-11	4	SUBSTANTIVE	418	After the divorce, Therese Lucier sold the Grand Forks home and moved to Erskine, Minnesota, where s
14681	Lucier v. Lucier	2007-01-11	5	SUBSTANTIVE	3529	On November 28, 2005, Lewis Lucier moved to modify his spousal support obligation. After a hearing, 
14681	Lucier v. Lucier	2007-01-11	6	SUBSTANTIVE	238	Therese Lucier argues the district court’s findings of material changes in circumstances are clearly
14681	Lucier v. Lucier	2007-01-11	7	SUBSTANTIVE	1656	“When the original divorce judgment includes an award of spousal support, the district court retains
14685	ND State Board of Medical Examiners 	2007-01-23	47	SIGNATURE	126	Gerald W. VandeWalle, C.J. Allan L. Schmalenberger, D.J. 22 Dale V. Sandstrom Daniel J. Crothers Law
14896	Wold v. Wold	2007-01-23	22	SUBSTANTIVE	134	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Donovan Foughty, D.J. I concur 
14694	Hentz v. Elma Township Board	2007-02-05	12	SIGNATURE	109	Daniel J. Crothers Mary Muehlen Maring Dale V. Sandstrom Everett Nels Olson, S.J. Gerald W. VandeWal
14695	Hanson v. Boeder	2007-02-06	29	SIGNATURE	107	Mary Muehlen Maring Daniel J. Crothers Carol Ronning Kapsner Zane Anderson, D.J. Gerald W. VandeWall
14696	Stockman Bank of Montana v. AGSCO, I	2007-02-28	27	SIGNATURE	110	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Robert O. Wefald, D.J. Gerald W. VandeWa
14704	Stockman Bank of Montana v. AGSCO, I	2007-02-28	41	SIGNATURE	109	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Robert O. Wefald, D.J. Dale V. 
14710	Estate of Carlson	2007-03-05	15	SIGNATURE	113	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Everett Nels Olson, S.J. Gerald W. Vand
14711	Riverwood Commercial Park, et al. v.	2007-03-05	36	SUBSTANTIVE	145	Mary Muehlen Maring Allan L. Schmalenberger, D.J. Gerald W. VandeWalle, C.J. We concur in the result
14712	State v. Altru Health Systems	2007-03-08	28	SIGNATURE	107	Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom Georgia Dawson, D.J. Gerald W. VandeWall
14744	State v. Rogers	2007-05-08	17	SIGNATURE	109	Mary Muehlen Maring Daniel J. Crothers Dale V. Sandstrom Lawrence A. Leclerc, S.J. Gerald W. VandeWa
14760	Olsrud v. Bismarck-Mandan Orchestral	2007-06-12	28	SIGNATURE	121	Mary Muehlen Maring, Acting C.J. Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner Lawrence
14770	Disciplinary Board v. Sletten	2007-06-27	8	SIGNATURE	86	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Daniel J. Crothers
14772	Helfenstein v. Schutt	2007-06-29	28	SIGNATURE	109	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Benny A. Graff, S.J. Gerald W. VandeWal
14773	Estate of Elken	2007-07-02	15	SIGNATURE	114	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Lawrence A. Leclerc, S.J. Gerald W. Van
14774	State v. Friedt	2007-07-05	15	SIGNATURE	106	Mary Muehlen Maring Daniel J. Crothers Dale V. Sandstrom Bruce E. Bohlman, S.J. Gerald W. VandeWalle
14793	Home of Economy v. Burlington Northe	2007-07-27	23	SIGNATURE	112	Dale V. Sandstrom Mary Muehlen Maring Carol Ronning Kapsner Douglas L. Mattson, D.J. Gerald W. Vande
14794	Capital Electric Coop., Inc. v. City	2007-07-27	37	SIGNATURE	118	Dale V. Sandstrom Daniel J. Crothers William F. Hodny, S.J. Ronald E. Goodman, S.J. Carol Ronning Ka
14807	Superior, Inc. v. Behlen Mfg.	2007-08-24	33	SIGNATURE	116	Gerald W. VandeWalle, C.J. VI 9 Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Sonna M. An
14814	State v. Newman	2007-09-05	15	SIGNATURE	109	Daniel J. Crothers Mary Muehlen Maring Dale V. Sandstrom Steven L. Marquart, D.J. Gerald W. VandeWal
14817	State v. Skarsgard  (Consolidated w/	2007-10-16	13	SUBSTANTIVE	232	We conclude this testimony established Skarsgard’s blood was properly obtained and laid the foundati
14817	State v. Skarsgard  (Consolidated w/	2007-10-16	14	SUBSTANTIVE	185	Skarsgard argues the district court erred in refusing to grant a mistrial when Crabb mentioned one o
14817	State v. Skarsgard  (Consolidated w/	2007-10-16	15	SUBSTANTIVE	983	During questioning about Skarsgard’s September 8, 2005, arrest, Crabb testified: Q. Did you ask him 
14817	State v. Skarsgard  (Consolidated w/	2007-10-16	16	SUBSTANTIVE	1390	Motions for mistrial are within the broad discretion of the district court, and we will not reverse 
14817	State v. Skarsgard  (Consolidated w/	2007-10-16	17	SUBSTANTIVE	79	Skarsgard argues his pretrial bail in the amount of $25,000 cash was excessive.
